Seguimiento de la demanda de energía eléctrica (MW)

Hora,Real,Prevista,Programada
"2025-07-29 10:00","31870","31554","31799",
"2025-07-29 10:05","31615","31603","31799",
"2025-07-29 10:10","31753","31632","31799",
"2025-07-29 10:15","31810","31643","31843",
"2025-07-29 10:20","31579","31644","31843",
"2025-07-29 10:25","31734","31648","31843",
"2025-07-29 10:30","31730","31655","31790",
"2025-07-29 10:35","31774","31663","31790",
"2025-07-29 10:40","31866","31671","31790",
"2025-07-29 10:45","31713","31679","31856",
"2025-07-29 10:50","31853","31683","31856",
"2025-07-29 10:55","31704","31678","31856",
"2025-07-29 11:00","31639","31724","31875",
"2025-07-29 11:05","31815","31714","31875",
"2025-07-29 11:10","31685","31714","31875",
"2025-07-29 11:15","31725","31726","31824",
"2025-07-29 11:20","31449","31743","31824",
"2025-07-29 11:25","31472","31760","31824",
"2025-07-29 11:30","31539","31776","31866",
"2025-07-29 11:35","31493","31794","31866",
"2025-07-29 11:40","31706","31817","31866",
"2025-07-29 11:45","31705","31846","31561",
"2025-07-29 11:50","31604","31873","31561",
"2025-07-29 11:55","31512","31891","31561",
"2025-07-29 12:00","31320","31897","31586",
"2025-07-29 12:05","31611","31910","31586",
"2025-07-29 12:10","31543","31935","31586",
"2025-07-29 12:15","31475","31975","31685",
"2025-07-29 12:20","31473","32017","31685",
"2025-07-29 12:25","31423","32051","31685",
"2025-07-29 12:30","31393","32076","31685",
"2025-07-29 12:35","31412","32108","31685",
"2025-07-29 12:40","31605","32162","31685",
"2025-07-29 12:45","31786","32239","31580",
"2025-07-29 12:50","31801","32286","31580",
"2025-07-29 12:55","31822","32252","31580",
"2025-07-29 13:00","31859","32122","31799",
"2025-07-29 13:05","31768","32005","31799",
"2025-07-29 13:10","31886","31969","31799",
"2025-07-29 13:15","31885","32013","31894",
"2025-07-29 13:20","31898","32085","31894",
"2025-07-29 13:25","31853","32131","31894",
"2025-07-29 13:30","31818","32153","31897",
"2025-07-29 13:35","32029","32166","31897",
"2025-07-29 13:40","31981","32188","31897",
"2025-07-29 13:45","31904","32218","31992",
"2025-07-29 13:50","32142","32237","31992",
"2025-07-29 13:55","31870","32224","31992",
"2025-07-29 14:00","31882","32199","31968",
"2025-07-29 14:05","31837","32146","31968",
"2025-07-29 14:10","31851","32109","31968",
"2025-07-29 14:15","31817","32088","31820",
"2025-07-29 14:20","31839","32066","31820",
"2025-07-29 14:25","31764","32026","31820",
"2025-07-29 14:30","31802","31968","31816",
"2025-07-29 14:35","31771","31903","31816",
"2025-07-29 14:40","31607","31844","31816",
"2025-07-29 14:45","31569","31791","31722",
"2025-07-29 14:50","31480","31723","31722",
"2025-07-29 14:55","31314","31621","31722",
"2025-07-29 15:00","31145","31491","31173",
"2025-07-29 15:05","31183","31358","31173",
"2025-07-29 15:10","30964","31262","31173",
"2025-07-29 15:15","30873","31204","30774",
"2025-07-29 15:20","30868","31160","30774",
"2025-07-29 15:25","30893","31107","30774",
"2025-07-29 15:30","30834","31043","30771",
"2025-07-29 15:35","30725","30989","30771",
"2025-07-29 15:40","30689","30964","30771",
"2025-07-29 15:45","30750","30968","30680",
"2025-07-29 15:50","30689","30951","30680",
"2025-07-29 15:55","30703","30860","30680",
"2025-07-29 16:00","30764","30662","30421",
"2025-07-29 16:05","30784","30504","30421",
"2025-07-29 16:10","30690","30433","30421",
"2025-07-29 16:15","30718","30448","30496",
"2025-07-29 16:20","30698","30500","30496",
"2025-07-29 16:25","30652","30538","30496",
"2025-07-29 16:30","30680","30562","30392",
"2025-07-29 16:35","30654","30588","30392",
"2025-07-29 16:40","30820","30630","30392",
"2025-07-29 16:45","30725","30690","30179",
"2025-07-29 16:50","30870","30750","30179",
"2025-07-29 16:55","30982","30793","30179",
"2025-07-29 17:00","30958","30786","30894",
"2025-07-29 17:05","31256","30813","30894",
"2025-07-29 17:10","31266","30858","30894",
"2025-07-29 17:15","31141","30923","31096",
"2025-07-29 17:20","31101","30994","31096",
"2025-07-29 17:25","31548","31062","31096",
"2025-07-29 17:30","31466","31127","31354",
"2025-07-29 17:35","31400","31190","31354",
"2025-07-29 17:40","31492","31252","31354",
"2025-07-29 17:45","31685","31313","31377",
"2025-07-29 17:50","31743","31378","31377",
"2025-07-29 17:55","31953","31452","31377",
"2025-07-29 18:00","31682","31540","32069",
"2025-07-29 18:05","31953","31619","32069",
"2025-07-29 18:10","31975","31686","32069",
"2025-07-29 18:15","31908","31741","32144",
"2025-07-29 18:20","32084","31795","32144",
"2025-07-29 18:25","32101","31859","32144",
"2025-07-29 18:30","32345","31933","32472",
"2025-07-29 18:35","32330","32005","32472",
"2025-07-29 18:40","32566","32063","32472",
"2025-07-29 18:45","32650","32106","32517",
"2025-07-29 18:50","32706","32169","32517",
"2025-07-29 18:55","32710","32284","32517",
"2025-07-29 19:00","32975","32488","32945",
"2025-07-29 19:05","33098","32654","32945",
"2025-07-29 19:10","32946","32764","32945",
"2025-07-29 19:15","33052","32819","32917",
"2025-07-29 19:20","33144","32852","32917",
"2025-07-29 19:25","33069","32897","32917",
"2025-07-29 19:30","33282","32956","33344",
"2025-07-29 19:35","33626","33014","33344",
"2025-07-29 19:40","33519","33059","33344",
"2025-07-29 19:45","33600","33090","33717",
"2025-07-29 19:50","34116","33128","33717",
"2025-07-29 19:55","33772","33195","33717",
"2025-07-29 20:00","33713","33332","33836",
"2025-07-29 20:05","34018","33427","33836",
"2025-07-29 20:10","33840","33493","33836",
"2025-07-29 20:15","33712","33532","33716",
"2025-07-29 20:20","33873","33564","33716",
"2025-07-29 20:25","33845","33611","33716",
"2025-07-29 20:30","33797","33671","33828",
"2025-07-29 20:35","33946","33727","33828",
"2025-07-29 20:40","34021","33761","33828",
"2025-07-29 20:45","33996","33773","34241",
"2025-07-29 20:50","34077","33805","34241",
"2025-07-29 20:55","34311","33900","34241",
"2025-07-29 21:00","34049","34079","34476",
"2025-07-29 21:05","34062","34225","34476",
"2025-07-29 21:10","34134","34286","34476",
"2025-07-29 21:15","34118","34263","33999",
"2025-07-29 21:20","34162","34204","33999",
"2025-07-29 21:25","34214","34157","33999",
"2025-07-29 21:30","34362","34121","33999",
"2025-07-29 21:35","34352","34075","33999",
"2025-07-29 21:40","34287","33998","33999",
"2025-07-29 21:45","34338","33890","34001",
"2025-07-29 21:50","34259","33786","34001",
"2025-07-29 21:55","34137","33720","34001",
"2025-07-29 22:00","33803","33737","33667",
"2025-07-29 22:05","33775","33699","33667",
"2025-07-29 22:10","33667","33597","33667",
"2025-07-29 22:15","33561","33433","33194",
"2025-07-29 22:20","33265","33236","33194",
"2025-07-29 22:25","33055","33036","33194",
"2025-07-29 22:30","32916","32833","32456",
"2025-07-29 22:35","32643","32628","32456",
"2025-07-29 22:40","32429","32424","32456",
"2025-07-29 22:45","32197","32221","31595",
"2025-07-29 22:50","31951","31999","31595",
"2025-07-29 22:55","31916","31742","31595",
"2025-07-29 23:00","31615","31400","30779",
"2025-07-29 23:05","31310","31115","30779",
"2025-07-29 23:10","31277","30879","30779",
"2025-07-29 23:15","30902","30695","30406",
"2025-07-29 23:20","30830","30536","30406",
"2025-07-29 23:25","30525","30382","30406",
"2025-07-29 23:30","30196","30230","29889",
"2025-07-29 23:35","30079","30087","29889",
"2025-07-29 23:40","29897","29958","29889",
"2025-07-29 23:45","29658","29843","29523",
"2025-07-29 23:50","29421","29734","29523",
"2025-07-29 23:55","29195","29620","29523",
"2025-07-30 00:00","28993","29346","29009",
"2025-07-30 00:05","28999","29226","29009",
"2025-07-30 00:10","29302","29106","29009",
"2025-07-30 00:15","29271","28987","28710",
"2025-07-30 00:20","28959","28867","28710",
"2025-07-30 00:25","28985","28745","28710",
"2025-07-30 00:30","28743","28620","28551",
"2025-07-30 00:35","28655","28492","28551",
"2025-07-30 00:40","28451","28359","28551",
"2025-07-30 00:45","28503","28221","28077",
"2025-07-30 00:50","28096","28088","28077",
"2025-07-30 00:55","27984","27969","28077",
"2025-07-30 01:00","27772","27750","27684",
"2025-07-30 01:05","27738","27645","27684",
"2025-07-30 01:10","27569","27530","27684",
"2025-07-30 01:15","27377","27403","27229",
"2025-07-30 01:20","27198","27272","27229",
"2025-07-30 01:25","27342","27146","27229",
"2025-07-30 01:30","27139","27024","26891",
"2025-07-30 01:35","26854","26909","26891",
"2025-07-30 01:40","26785","26805","26891",
"2025-07-30 01:45","26733","26711","26587",
"2025-07-30 01:50","26478","26609","26587",
"2025-07-30 01:55","26463","26482","26587",
"2025-07-30 02:00","26511","26244","26073",
"2025-07-30 02:05","26416","26096","26073",
"2025-07-30 02:10","26321","25982","26073",
"2025-07-30 02:15","25917","25903","25838",
"2025-07-30 02:20","26023","25839","25838",
"2025-07-30 02:25","26081","25771","25838",
"2025-07-30 02:30","25966","25701","25646",
"2025-07-30 02:35","25621","25632","25646",
"2025-07-30 02:40","25684","25571","25646",
"2025-07-30 02:45","25742","25517","25488",
"2025-07-30 02:50","25646","25466","25488",
"2025-07-30 02:55","25541","25413","25488",
"2025-07-30 03:00","25497","25306","25263",
