Seguimiento de la demanda de energía eléctrica (MW)

Hora,Real,Prevista,Programada
"2025-07-28 02:10","24620","24734","24731",
"2025-07-28 02:15","24593","24659","24374",
"2025-07-28 02:20","24523","24596","24374",
"2025-07-28 02:25","24456","24530","24374",
"2025-07-28 02:30","24382","24462","24031",
"2025-07-28 02:35","24296","24395","24031",
"2025-07-28 02:40","24352","24334","24031",
"2025-07-28 02:45","24213","24278","23863",
"2025-07-28 02:50","24176","24225","23863",
"2025-07-28 02:55","24179","24174","23863",
"2025-07-28 03:00","24003","24078","23855",
"2025-07-28 03:05","23917","24033","23855",
"2025-07-28 03:10","23859","23994","23855",
"2025-07-28 03:15","23922","23963","23854",
"2025-07-28 03:20","23803","23936","23854",
"2025-07-28 03:25","23751","23907","23854",
"2025-07-28 03:30","23690","23878","23552",
"2025-07-28 03:35","23687","23853","23552",
"2025-07-28 03:40","23637","23839","23552",
"2025-07-28 03:45","23535","23835","23448",
"2025-07-28 03:50","23356","23823","23448",
"2025-07-28 03:55","23508","23782","23448",
"2025-07-28 04:00","23576","23686","23394",
"2025-07-28 04:05","23724","23620","23394",
"2025-07-28 04:10","23705","23587","23394",
"2025-07-28 04:15","23678","23587","23521",
"2025-07-28 04:20","23694","23599","23521",
"2025-07-28 04:25","23716","23599","23521",
"2025-07-28 04:30","23643","23587","23518",
"2025-07-28 04:35","23630","23586","23518",
"2025-07-28 04:40","23518","23616","23518",
"2025-07-28 04:45","23539","23678","23617",
"2025-07-28 04:50","23594","23718","23617",
"2025-07-28 04:55","23527","23682","23617",
"2025-07-28 05:00","23569","23561","23740",
"2025-07-28 05:05","23772","23461","23740",
"2025-07-28 05:10","23794","23463","23740",
"2025-07-28 05:15","23919","23565","23832",
"2025-07-28 05:20","23771","23717","23832",
"2025-07-28 05:25","23790","23869","23832",
"2025-07-28 05:30","23861","24021","24035",
"2025-07-28 05:35","24098","24177","24035",
"2025-07-28 05:40","23996","24341","24035",
"2025-07-28 05:45","24117","24512","24440",
"2025-07-28 05:50","24162","24713","24440",
"2025-07-28 05:55","24521","24964","24440",
"2025-07-28 06:00","24856","25276","25515",
"2025-07-28 06:05","25401","25580","25515",
"2025-07-28 06:10","25719","25836","25515",
"2025-07-28 06:15","26056","26046","26435",
"2025-07-28 06:20","26375","26238","26435",
"2025-07-28 06:25","26466","26443","26435",
"2025-07-28 06:30","26719","26659","26927",
"2025-07-28 06:35","26896","26880","26927",
"2025-07-28 06:40","27111","27099","26927",
"2025-07-28 06:45","27122","27316","27229",
"2025-07-28 06:50","27363","27522","27229",
"2025-07-28 06:55","27497","27709","27229",
"2025-07-28 07:00","27715","27944","28414",
"2025-07-28 07:05","28350","28109","28414",
"2025-07-28 07:10","28511","28287","28414",
"2025-07-28 07:15","28544","28477","29014",
"2025-07-28 07:20","28866","28667","29014",
"2025-07-28 07:25","29012","28843","29014",
"2025-07-28 07:30","29188","29006","29336",
"2025-07-28 07:35","29304","29164","29336",
"2025-07-28 07:40","29336","29328","29336",
"2025-07-28 07:45","29589","29497","29742",
"2025-07-28 07:50","29611","29643","29742",
"2025-07-28 07:55","29620","29737","29742",
"2025-07-28 08:00","29860","29873","30075",
"2025-07-28 08:05","30239","29905","30075",
"2025-07-28 08:10","30496","29965","30075",
"2025-07-28 08:15","30681","30055","30500",
"2025-07-28 08:20","30583","30154","30500",
"2025-07-28 08:25","30715","30240","30500",
"2025-07-28 08:30","30859","30315","30809",
"2025-07-28 08:35","30905","30378","30809",
"2025-07-28 08:40","31064","30429","30809",
"2025-07-28 08:45","30991","30469","30935",
"2025-07-28 08:50","30918","30523","30935",
"2025-07-28 08:55","31040","30616","30935",
"2025-07-28 09:00","31222","30841","31342",
"2025-07-28 09:05","31339","30970","31342",
"2025-07-28 09:10","31529","31054","31342",
"2025-07-28 09:15","31527","31091","31563",
"2025-07-28 09:20","31605","31112","31563",
"2025-07-28 09:25","31737","31146","31563",
"2025-07-28 09:30","31663","31193","31466",
"2025-07-28 09:35","31580","31234","31466",
"2025-07-28 09:40","31732","31249","31466",
"2025-07-28 09:45","31416","31239","31439",
"2025-07-28 09:50","31601","31254","31439",
"2025-07-28 09:55","31662","31343","31439",
"2025-07-28 10:00","31529","31610","31665",
"2025-07-28 10:05","31835","31775","31665",
"2025-07-28 10:10","31830","31865","31665",
"2025-07-28 10:15","31771","31879","31812",
"2025-07-28 10:20","31939","31864","31812",
"2025-07-28 10:25","31923","31865","31812",
"2025-07-28 10:30","31982","31882","31983",
"2025-07-28 10:35","31981","31907","31983",
"2025-07-28 10:40","31980","31933","31983",
"2025-07-28 10:45","32023","31960","31953",
"2025-07-28 10:50","31877","31975","31953",
"2025-07-28 10:55","31967","31967","31953",
"2025-07-28 11:00","32006","31997","32143",
"2025-07-28 11:05","32249","31968","32143",
"2025-07-28 11:10","32204","31966","32143",
"2025-07-28 11:15","32117","31992","32050",
"2025-07-28 11:20","32004","32029","32050",
"2025-07-28 11:25","31983","32061","32050",
"2025-07-28 11:30","31974","32088","32041",
"2025-07-28 11:35","32073","32117","32041",
"2025-07-28 11:40","31900","32157","32041",
"2025-07-28 11:45","31992","32207","32082",
"2025-07-28 11:50","32093","32251","32082",
"2025-07-28 11:55","32188","32273","32082",
"2025-07-28 12:00","32240","32268","32181",
"2025-07-28 12:05","32142","32268","32181",
"2025-07-28 12:10","32289","32291","32181",
"2025-07-28 12:15","32236","32338","32484",
"2025-07-28 12:20","32313","32393","32484",
"2025-07-28 12:25","32308","32444","32484",
"2025-07-28 12:30","32379","32491","32583",
"2025-07-28 12:35","32499","32538","32583",
"2025-07-28 12:40","32519","32591","32583",
"2025-07-28 12:45","32572","32650","32721",
"2025-07-28 12:50","32690","32705","32721",
"2025-07-28 12:55","32625","32745","32721",
"2025-07-28 13:00","32657","32760","32860",
"2025-07-28 13:05","32975","32784","32860",
"2025-07-28 13:10","32651","32816","32860",
"2025-07-28 13:15","32687","32858","33002",
"2025-07-28 13:20","32879","32903","33002",
"2025-07-28 13:25","32936","32942","33002",
"2025-07-28 13:30","33063","32976","33086",
"2025-07-28 13:35","33229","33003","33086",
"2025-07-28 13:40","33230","33020","33086",
"2025-07-28 13:45","33402","33028","33261",
"2025-07-28 13:50","33245","33039","33261",
"2025-07-28 13:55","33203","33066","33261",
"2025-07-28 14:00","33218","33130","33234",
"2025-07-28 14:05","33134","33167","33234",
"2025-07-28 14:10","33056","33175","33234",
"2025-07-28 14:15","33128","33154","33169",
"2025-07-28 14:20","33178","33116","33169",
"2025-07-28 14:25","33270","33075","33169",
"2025-07-28 14:30","33193","33031","33034",
"2025-07-28 14:35","33304","32982","33034",
"2025-07-28 14:40","33060","32928","33034",
"2025-07-28 14:45","33011","32870","32867",
"2025-07-28 14:50","32875","32805","32867",
"2025-07-28 14:55","32885","32731","32867",
"2025-07-28 15:00","32737","32658","32632",
"2025-07-28 15:05","32837","32576","32632",
"2025-07-28 15:10","32479","32504","32632",
"2025-07-28 15:15","32588","32444","32399",
"2025-07-28 15:20","32446","32389","32399",
"2025-07-28 15:25","32455","32335","32399",
"2025-07-28 15:30","32415","32281","32331",
"2025-07-28 15:35","32439","32235","32331",
"2025-07-28 15:40","32329","32202","32331",
"2025-07-28 15:45","32236","32185","32329",
"2025-07-28 15:50","32076","32162","32329",
"2025-07-28 15:55","32057","32113","32329",
"2025-07-28 16:00","32009","32004","31763",
"2025-07-28 16:05","32005","31936","31763",
"2025-07-28 16:10","32063","31904","31763",
"2025-07-28 16:15","31906","31907","31563",
"2025-07-28 16:20","32009","31930","31563",
"2025-07-28 16:25","31954","31955","31563",
"2025-07-28 16:30","32093","31984","31661",
"2025-07-28 16:35","32182","32014","31661",
"2025-07-28 16:40","32160","32044","31661",
"2025-07-28 16:45","32096","32075","31799",
"2025-07-28 16:50","32296","32120","31799",
"2025-07-28 16:55","32221","32195","31799",
"2025-07-28 17:00","32247","32272","32030",
"2025-07-28 17:05","32392","32375","32030",
"2025-07-28 17:10","32433","32447","32030",
"2025-07-28 17:15","32532","32486","32131",
"2025-07-28 17:20","32354","32511","32131",
"2025-07-28 17:25","32494","32538","32131",
"2025-07-28 17:30","32796","32568","32306",
"2025-07-28 17:35","32828","32602","32306",
"2025-07-28 17:40","33006","32641","32306",
"2025-07-28 17:45","32956","32686","32632",
"2025-07-28 17:50","32871","32718","32632",
"2025-07-28 17:55","32864","32721","32632",
"2025-07-28 18:00","32788","32705","33086",
"2025-07-28 18:05","32948","32681","33086",
"2025-07-28 18:10","32935","32697","33086",
"2025-07-28 18:15","32850","32752","32884",
"2025-07-28 18:20","33043","32828","32884",
"2025-07-28 18:25","33063","32907","32884",
"2025-07-28 18:30","33289","32989","32981",
"2025-07-28 18:35","33157","33066","32981",
"2025-07-28 18:40","33347","33132","32981",
"2025-07-28 18:45","33456","33186","33389",
"2025-07-28 18:50","33479","33268","33389",
"2025-07-28 18:55","33661","33418","33389",
"2025-07-28 19:00","33710","33666","34210",
"2025-07-28 19:05","33888","33879","34210",
"2025-07-28 19:10","33657","34012","34210",
"2025-07-28 19:15","33764","34064","33616",
"2025-07-28 19:20","33786","34084","33616",
"2025-07-28 19:25","34023","34117","33616",
"2025-07-28 19:30","33993","34164","34001",
"2025-07-28 19:35","33977","34219","34001",
"2025-07-28 19:40","34024","34279","34001",
"2025-07-28 19:45","34161","34341","33734",
"2025-07-28 19:50","34297","34384","33734",
"2025-07-28 19:55","34236","34384","33734",
"2025-07-28 20:00","34309","34377","34530",
"2025-07-28 20:05","34572","34334","34530",
"2025-07-28 20:10","34403","34333","34530",
"2025-07-28 20:15","34269","34377","34609",
"2025-07-28 20:20","34373","34440","34609",
"2025-07-28 20:25","34388","34499","34609",
"2025-07-28 20:30","34250","34554","34696",
"2025-07-28 20:35","34378","34599","34696",
"2025-07-28 20:40","34410","34626","34696",
"2025-07-28 20:45","34623","34638","34956",
"2025-07-28 20:50","34729","34670","34956",
"2025-07-28 20:55","34630","34763","34956",
"2025-07-28 21:00","34464","34939","34729",
"2025-07-28 21:05","34447","35079","34729",
"2025-07-28 21:10","34457","35134","34729",
"2025-07-28 21:15","34611","35104","34433",
"2025-07-28 21:20","34611","35037","34433",
"2025-07-28 21:25","34695","34977","34433",
"2025-07-28 21:30","34749","34925","34434",
"2025-07-28 21:35","34786","34866","34434",
"2025-07-28 21:40","34948","34787","34434",
"2025-07-28 21:45","34861","34687","34723",
"2025-07-28 21:50","34730","34578","34723",
"2025-07-28 21:55","34754","34472","34723",
"2025-07-28 22:00","34558","34410","34482",
"2025-07-28 22:05","34237","34297","34482",
"2025-07-28 22:10","34261","34160","34482",
"2025-07-28 22:15","34028","34001","33823",
"2025-07-28 22:20","33899","33825","33823",
"2025-07-28 22:25","33766","33641","33823",
"2025-07-28 22:30","33568","33449","33082",
"2025-07-28 22:35","33193","33253","33082",
"2025-07-28 22:40","32996","33058","33082",
"2025-07-28 22:45","32866","32864","32576",
"2025-07-28 22:50","32638","32654","32576",
"2025-07-28 22:55","32444","32411","32576",
"2025-07-28 23:00","31926","32089","31225",
"2025-07-28 23:05","31644","31814","31225",
"2025-07-28 23:10","31539","31575","31225",
"2025-07-28 23:15","31215","31370","30632",
"2025-07-28 23:20","30953","31183","30632",
"2025-07-28 23:25","30785","30993","30632",
"2025-07-28 23:30","30604","30802","30331",
"2025-07-28 23:35","30120","30613","30331",
"2025-07-28 23:40","30202","30429","30331",
"2025-07-28 23:45","29960","30252","29433",
"2025-07-28 23:50","29747","30083","29433",
"2025-07-28 23:55","29476","29927","29433",
"2025-07-29 00:00","29107","29633","29078",
"2025-07-29 00:05","29065","29493","29078",
"2025-07-29 00:10","29165","29346","29078",
"2025-07-29 00:15","29178","29192","28716",
"2025-07-29 00:20","29168","29038","28716",
"2025-07-29 00:25","29082","28890","28716",
"2025-07-29 00:30","28965","28748","28419",
"2025-07-29 00:35","28799","28609","28419",
"2025-07-29 00:40","28769","28470","28419",
"2025-07-29 00:45","28603","28332","28301",
"2025-07-29 00:50","28317","28197","28301",
"2025-07-29 00:55","28204","28069","28301",
"2025-07-29 01:00","27868","27830","27515",
"2025-07-29 01:05","27603","27713","27515",
"2025-07-29 01:10","27601","27594","27515",
"2025-07-29 01:15","27503","27473","27213",
"2025-07-29 01:20","27487","27352","27213",
"2025-07-29 01:25","27307","27233","27213",
"2025-07-29 01:30","27078","27117","26809",
"2025-07-29 01:35","26971","27001","26809",
"2025-07-29 01:40","26834","26885","26809",
"2025-07-29 01:45","26865","26769","26615",
"2025-07-29 01:50","26731","26658","26615",
"2025-07-29 01:55","26678","26560","26615",
"2025-07-29 02:00","26454","26393","26298",
"2025-07-29 02:05","26185","26311","26298",
"2025-07-29 02:10","26175","26225","26298",
"2025-07-29 02:15","26192","26135","26040",
"2025-07-29 02:20","26019","26046","26040",
"2025-07-29 02:25","25921","25964","26040",
"2025-07-29 02:30","25916","25889","25892",
"2025-07-29 02:35","25940","25821","25892",
"2025-07-29 02:40","25840","25762","25892",
"2025-07-29 02:45","25598","25711","25452",
"2025-07-29 02:50","25786","25658","25452",
"2025-07-29 02:55","25672","25593","25452",
"2025-07-29 03:00","25577","25465","25179",
