Seguimiento de la demanda de energía eléctrica (MW)

Hora,Real,Prevista,Programada
"2025-07-23 03:45","26577","26370","26869",
"2025-07-23 03:50","26559","26322","26869",
"2025-07-23 03:55","26632","26375","26869",
"2025-07-23 04:00","26645","26500","26625",
"2025-07-23 04:05","26729","26657","26625",
"2025-07-23 04:10","26534","26721","26625",
"2025-07-23 04:15","26476","26692","26631",
"2025-07-23 04:20","26400","26626","26631",
"2025-07-23 04:25","26548","26579","26631",
"2025-07-23 04:30","26594","26552","26624",
"2025-07-23 04:35","26641","26546","26624",
"2025-07-23 04:40","26417","26563","26624",
"2025-07-23 04:45","26515","26602","26630",
"2025-07-23 04:50","26595","26614","26630",
"2025-07-23 04:55","26498","26545","26630",
"2025-07-23 05:00","26412","26382","26635",
"2025-07-23 05:05","26816","26248","26635",
"2025-07-23 05:10","26843","26226","26635",
"2025-07-23 05:15","26895","26316","26626",
"2025-07-23 05:20","26783","26456","26626",
"2025-07-23 05:25","26887","26585","26626",
"2025-07-23 05:30","27065","26703","27036",
"2025-07-23 05:35","27092","26834","27036",
"2025-07-23 05:40","27253","27000","27036",
"2025-07-23 05:45","27089","27201","27336",
"2025-07-23 05:50","27274","27394","27336",
"2025-07-23 05:55","27308","27534","27336",
"2025-07-23 06:00","27688","27632","27856",
"2025-07-23 06:05","28081","27717","27856",
"2025-07-23 06:10","28592","27853","27856",
"2025-07-23 06:15","28776","28040","28911",
"2025-07-23 06:20","28985","28251","28911",
"2025-07-23 06:25","29179","28460","28911",
"2025-07-23 06:30","29082","28667","29209",
"2025-07-23 06:35","29645","28860","29209",
"2025-07-23 06:40","29833","29028","29209",
"2025-07-23 06:45","29814","29170","29712",
"2025-07-23 06:50","29896","29351","29712",
"2025-07-23 06:55","30119","29635","29712",
"2025-07-23 07:00","30264","30087","30816",
"2025-07-23 07:05","30752","30464","30816",
"2025-07-23 07:10","30932","30721","30816",
"2025-07-23 07:15","31077","30859","31301",
"2025-07-23 07:20","31370","30947","31301",
"2025-07-23 07:25","31568","31057","31301",
"2025-07-23 07:30","31713","31188","31640",
"2025-07-23 07:35","31784","31317","31640",
"2025-07-23 07:40","32042","31424","31640",
"2025-07-23 07:45","32066","31507","32000",
"2025-07-23 07:50","32274","31593","32000",
"2025-07-23 07:55","32186","31707","32000",
"2025-07-23 08:00","32117","31949","32811",
"2025-07-23 08:05","32548","32092","32811",
"2025-07-23 08:10","32736","32207","32811",
"2025-07-23 08:15","33030","32295","33150",
"2025-07-23 08:20","33174","32375","33150",
"2025-07-23 08:25","33128","32468","33150",
"2025-07-23 08:30","33164","32573","33508",
"2025-07-23 08:35","33540","32671","33508",
"2025-07-23 08:40","33417","32742","33508",
"2025-07-23 08:45","33377","32784","33513",
"2025-07-23 08:50","33347","32857","33513",
"2025-07-23 08:55","33305","33019","33513",
"2025-07-23 09:00","33484","33353","33752",
"2025-07-23 09:05","33747","33600","33752",
"2025-07-23 09:10","34068","33751","33752",
"2025-07-23 09:15","33857","33804","33781",
"2025-07-23 09:20","34218","33818","33781",
"2025-07-23 09:25","34232","33851","33781",
"2025-07-23 09:30","34333","33901","33780",
"2025-07-23 09:35","34484","33952","33780",
"2025-07-23 09:40","34499","33984","33780",
"2025-07-23 09:45","34385","33999","34576",
"2025-07-23 09:50","34627","34013","34576",
"2025-07-23 09:55","34671","34043","34576",
"2025-07-23 10:00","34579","34178","34563",
"2025-07-23 10:05","34738","34222","34563",
"2025-07-23 10:10","34935","34246","34563",
"2025-07-23 10:15","34898","34252","33428",
"2025-07-23 10:20","35041","34250","33428",
"2025-07-23 10:25","34882","34252","33428",
"2025-07-23 10:30","34936","34258","34051",
"2025-07-23 10:35","34954","34262","34051",
"2025-07-23 10:40","34990","34255","34051",
"2025-07-23 10:45","35055","34237","34292",
"2025-07-23 10:50","34879","34231","34292",
"2025-07-23 10:55","34867","34257","34292",
"2025-07-23 11:00","34720","34377","32930",
"2025-07-23 11:05","35027","34433","32930",
"2025-07-23 11:10","35052","34451","32930",
"2025-07-23 11:15","34969","34432","35622",
"2025-07-23 11:20","34861","34410","35622",
"2025-07-23 11:25","35005","34417","35622",
"2025-07-23 11:30","34946","34456","35879",
"2025-07-23 11:35","35051","34486","35879",
"2025-07-23 11:40","35125","34470","35879",
"2025-07-23 11:45","35168","34407","35404",
"2025-07-23 11:50","35229","34415","35404",
"2025-07-23 11:55","35255","34610","35404",
"2025-07-23 12:00","35226","34990","35641",
"2025-07-23 12:05","35384","35372","35641",
"2025-07-23 12:10","35605","35564","35641",
"2025-07-23 12:15","35499","35565","35708",
"2025-07-23 12:20","35429","35500","35708",
"2025-07-23 12:25","35362","35491","35708",
"2025-07-23 12:30","35357","35537","35903",
"2025-07-23 12:35","35389","35601","35903",
"2025-07-23 12:40","35450","35646","35903",
"2025-07-23 12:45","35612","35670","35610",
"2025-07-23 12:50","35541","35699","35610",
"2025-07-23 12:55","35693","35759","35610",
"2025-07-23 13:00","35702","35832","35441",
"2025-07-23 13:05","35814","35926","35441",
"2025-07-23 13:10","35921","35996","35441",
"2025-07-23 13:15","35628","36044","36138",
"2025-07-23 13:20","35842","36078","36138",
"2025-07-23 13:25","35809","36107","36138",
"2025-07-23 13:30","35865","36132","36438",
"2025-07-23 13:35","35800","36152","36438",
"2025-07-23 13:40","35771","36168","36438",
"2025-07-23 13:45","35868","36179","36432",
"2025-07-23 13:50","35756","36177","36432",
"2025-07-23 13:55","35769","36154","36432",
"2025-07-23 14:00","35795","36124","36454",
"2025-07-23 14:05","35935","36076","36454",
"2025-07-23 14:10","36020","36043","36454",
"2025-07-23 14:15","36213","36022","35954",
"2025-07-23 14:20","36271","36002","35954",
"2025-07-23 14:25","36090","35967","35954",
"2025-07-23 14:30","36209","35918","36001",
"2025-07-23 14:35","36076","35875","36001",
"2025-07-23 14:40","36286","35860","36001",
"2025-07-23 14:45","36343","35871","35945",
"2025-07-23 14:50","36133","35845","35945",
"2025-07-23 14:55","35986","35716","35945",
"2025-07-23 15:00","35592","35491","35705",
"2025-07-23 15:05","35327","35258","35705",
"2025-07-23 15:10","35257","35121","35705",
"2025-07-23 15:15","35323","35081","35824",
"2025-07-23 15:20","35420","35081","35824",
"2025-07-23 15:25","35149","35066","35824",
"2025-07-23 15:30","35191","35036","35102",
"2025-07-23 15:35","35189","34989","35102",
"2025-07-23 15:40","35071","34926","35102",
"2025-07-23 15:45","35315","34846","35211",
"2025-07-23 15:50","35184","34812","35211",
"2025-07-23 15:55","35081","34885","35211",
"2025-07-23 16:00","35114","35028","35283",
"2025-07-23 16:05","35017","35214","35283",
"2025-07-23 16:10","35142","35303","35283",
"2025-07-23 16:15","35052","35297","35316",
"2025-07-23 16:20","35054","35258","35316",
"2025-07-23 16:25","34721","35253","35316",
"2025-07-23 16:30","34752","35281","35358",
"2025-07-23 16:35","34619","35326","35358",
"2025-07-23 16:40","34660","35373","35358",
"2025-07-23 16:45","34787","35422","35026",
"2025-07-23 16:50","34797","35460","35026",
"2025-07-23 16:55","34736","35474","35026",
"2025-07-23 17:00","34757","35416","35252",
"2025-07-23 17:05","34649","35404","35252",
"2025-07-23 17:10","34772","35412","35252",
"2025-07-23 17:15","34784","35440","35300",
"2025-07-23 17:20","34701","35465","35300",
"2025-07-23 17:25","34725","35463","35300",
"2025-07-23 17:30","34669","35434","35490",
"2025-07-23 17:35","34606","35406","35490",
"2025-07-23 17:40","34653","35404","35490",
"2025-07-23 17:45","34721","35429","35500",
"2025-07-23 17:50","34804","35410","35500",
"2025-07-23 17:55","34966","35274","35500",
"2025-07-23 18:00","34825","35025","34793",
"2025-07-23 18:05","34738","34784","34793",
"2025-07-23 18:10","34595","34679","34793",
"2025-07-23 18:15","34642","34710","34779",
"2025-07-23 18:20","34608","34797","34779",
"2025-07-23 18:25","34558","34861","34779",
"2025-07-23 18:30","34694","34901","35087",
"2025-07-23 18:35","34783","34944","35087",
"2025-07-23 18:40","34746","35015","35087",
"2025-07-23 18:45","34629","35115","35300",
"2025-07-23 18:50","34783","35206","35300",
"2025-07-23 18:55","34636","35251","35300",
"2025-07-23 19:00","34941","35289","35560",
"2025-07-23 19:05","34901","35281","35560",
"2025-07-23 19:10","35098","35300","35560",
"2025-07-23 19:15","35080","35347","35656",
"2025-07-23 19:20","34968","35401","35656",
"2025-07-23 19:25","35143","35439","35656",
"2025-07-23 19:30","35049","35461","35637",
"2025-07-23 19:35","35166","35490","35637",
"2025-07-23 19:40","35060","35546","35637",
"2025-07-23 19:45","35250","35631","35485",
"2025-07-23 19:50","35202","35678","35485",
"2025-07-23 19:55","35102","35621","35485",
"2025-07-23 20:00","35220","35508","35628",
"2025-07-23 20:05","35260","35347","35628",
"2025-07-23 20:10","35118","35294","35628",
"2025-07-23 20:15","35154","35347","35563",
"2025-07-23 20:20","35245","35437","35563",
"2025-07-23 20:25","35247","35496","35563",
"2025-07-23 20:30","35320","35524","35160",
"2025-07-23 20:35","35365","35545","35160",
"2025-07-23 20:40","35407","35583","35160",
"2025-07-23 20:45","35380","35639","35166",
"2025-07-23 20:50","35478","35676","35166",
"2025-07-23 20:55","35649","35659","35166",
"2025-07-23 21:00","35479","35627","35773",
"2025-07-23 21:05","35473","35550","35773",
"2025-07-23 21:10","35538","35517","35773",
"2025-07-23 21:15","35272","35526","35722",
"2025-07-23 21:20","35583","35544","35722",
"2025-07-23 21:25","35642","35536","35722",
"2025-07-23 21:30","35563","35502","35445",
"2025-07-23 21:35","35558","35451","35445",
"2025-07-23 21:40","35544","35395","35445",
"2025-07-23 21:45","35457","35332","35310",
"2025-07-23 21:50","35375","35253","35310",
"2025-07-23 21:55","35241","35151","35310",
"2025-07-23 22:00","35103","35065","34933",
"2025-07-23 22:05","34947","34927","34933",
"2025-07-23 22:10","34992","34788","34933",
"2025-07-23 22:15","34754","34649","34487",
"2025-07-23 22:20","34636","34501","34487",
"2025-07-23 22:25","34478","34335","34487",
"2025-07-23 22:30","34301","34149","34028",
"2025-07-23 22:35","34028","33961","34028",
"2025-07-23 22:40","33935","33785","34028",
"2025-07-23 22:45","33740","33621","33334",
"2025-07-23 22:50","33587","33430","33334",
"2025-07-23 22:55","33323","33170","33334",
"2025-07-23 23:00","33123","32799","32317",
"2025-07-23 23:05","33056","32473","32317",
"2025-07-23 23:10","32719","32218","32317",
"2025-07-23 23:15","32457","32035","31795",
"2025-07-23 23:20","32194","31886","31795",
"2025-07-23 23:25","31877","31731","31795",
"2025-07-23 23:30","31697","31572","31368",
"2025-07-23 23:35","31607","31418","31368",
"2025-07-23 23:40","31257","31277","31368",
"2025-07-23 23:45","30912","31149","31019",
"2025-07-23 23:50","30630","31029","31019",
"2025-07-23 23:55","30692","30913","31019",
"2025-07-24 00:00","30429","30654","30474",
"2025-07-24 00:05","30510","30542","30474",
"2025-07-24 00:10","30445","30431","30474",
"2025-07-24 00:15","30523","30319","30164",
"2025-07-24 00:20","30187","30210","30164",
"2025-07-24 00:25","30129","30103","30164",
"2025-07-24 00:30","30025","29999","29847",
"2025-07-24 00:35","29860","29894","29847",
"2025-07-24 00:40","29804","29787","29847",
"2025-07-24 00:45","29415","29676","29435",
"2025-07-24 00:50","29241","29568","29435",
"2025-07-24 00:55","29023","29467","29435",
"2025-07-24 01:00","28966","29253","28768",
"2025-07-24 01:05","28854","29154","28768",
"2025-07-24 01:10","28801","29036","28768",
"2025-07-24 01:15","28763","28900","28293",
"2025-07-24 01:20","28505","28753","28293",
"2025-07-24 01:25","28237","28602","28293",
"2025-07-24 01:30","28272","28448","27861",
"2025-07-24 01:35","28011","28300","27861",
"2025-07-24 01:40","27754","28171","27861",
"2025-07-24 01:45","27599","28059","27617",
"2025-07-24 01:50","27608","27924","27617",
"2025-07-24 01:55","27509","27724","27617",
"2025-07-24 02:00","27391","27377","27063",
"2025-07-24 02:05","27241","27119","27063",
"2025-07-24 02:10","26923","26940","27063",
"2025-07-24 02:15","26967","26840","26767",
"2025-07-24 02:20","26900","26776","26767",
"2025-07-24 02:25","26901","26703","26767",
"2025-07-24 02:30","26857","26622","26571",
"2025-07-24 02:35","27058","26548","26571",
"2025-07-24 02:40","26876","26495","26571",
"2025-07-24 02:45","26646","26465","26445",
"2025-07-24 02:50","26820","26432","26445",
"2025-07-24 02:55","26677","26371","26445",
"2025-07-24 03:00","26360","26236","26124",
