Seguimiento de la demanda de energía eléctrica (MW)

Hora,Real,Prevista,Programada
"2025-07-25 05:35","24519","24606","24618",
"2025-07-25 05:40","24558","24729","24618",
"2025-07-25 05:45","24581","24871","24622",
"2025-07-25 05:50","24747","25015","24622",
"2025-07-25 05:55","24675","25144","24622",
"2025-07-25 06:00","25247","25266","25211",
"2025-07-25 06:05","25562","25379","25211",
"2025-07-25 06:10","25742","25502","25211",
"2025-07-25 06:15","26104","25635","25905",
"2025-07-25 06:20","26300","25773","25905",
"2025-07-25 06:25","26195","25910","25905",
"2025-07-25 06:30","26258","26046","26620",
"2025-07-25 06:35","26574","26182","26620",
"2025-07-25 06:40","26591","26315","26620",
"2025-07-25 06:45","26747","26448","26920",
"2025-07-25 06:50","26777","26578","26920",
"2025-07-25 06:55","26832","26708","26920",
"2025-07-25 07:00","27010","26901","27214",
"2025-07-25 07:05","27387","27023","27214",
"2025-07-25 07:10","27488","27131","27214",
"2025-07-25 07:15","27643","27228","27467",
"2025-07-25 07:20","27589","27316","27467",
"2025-07-25 07:25","27761","27401","27467",
"2025-07-25 07:30","27977","27483","28421",
"2025-07-25 07:35","27999","27556","28421",
"2025-07-25 07:40","28005","27618","28421",
"2025-07-25 07:45","28229","27668","28590",
"2025-07-25 07:50","28152","27725","28590",
"2025-07-25 07:55","28188","27811","28590",
"2025-07-25 08:00","28163","28020","28781",
"2025-07-25 08:05","28362","28133","28781",
"2025-07-25 08:10","28637","28217","28781",
"2025-07-25 08:15","28696","28271","28888",
"2025-07-25 08:20","28579","28317","28888",
"2025-07-25 08:25","28732","28378","28888",
"2025-07-25 08:30","28800","28454","29172",
"2025-07-25 08:35","28994","28534","29172",
"2025-07-25 08:40","28975","28611","29172",
"2025-07-25 08:45","29046","28683","29683",
"2025-07-25 08:50","28919","28761","29683",
"2025-07-25 08:55","29034","28856","29683",
"2025-07-25 09:00","29194","29054","29738",
"2025-07-25 09:05","29044","29163","29738",
"2025-07-25 09:10","29169","29249","29738",
"2025-07-25 09:15","29227","29313","29789",
"2025-07-25 09:20","29174","29368","29789",
"2025-07-25 09:25","29227","29428","29789",
"2025-07-25 09:30","29186","29492","29543",
"2025-07-25 09:35","29269","29546","29543",
"2025-07-25 09:40","29199","29577","29543",
"2025-07-25 09:45","29235","29585","29538",
"2025-07-25 09:50","29247","29614","29538",
"2025-07-25 09:55","29458","29706","29538",
"2025-07-25 10:00","29303","29953","29442",
"2025-07-25 10:05","29389","30107","29442",
"2025-07-25 10:10","29230","30193","29442",
"2025-07-25 10:15","29468","30210","29148",
"2025-07-25 10:20","29582","30196","29148",
"2025-07-25 10:25","29553","30187","29148",
"2025-07-25 10:30","29396","30184","28522",
"2025-07-25 10:35","29684","30197","28522",
"2025-07-25 10:40","29475","30237","28522",
"2025-07-25 10:45","29528","30304","28855",
"2025-07-25 10:50","29550","30321","28855",
"2025-07-25 10:55","29648","30210","28855",
"2025-07-25 11:00","29617","30018","29558",
"2025-07-25 11:05","29462","29779","29558",
"2025-07-25 11:10","29604","29669","29558",
"2025-07-25 11:15","29502","29688","29249",
"2025-07-25 11:20","29509","29755","29249",
"2025-07-25 11:25","29636","29789","29249",
"2025-07-25 11:30","29677","29790","29369",
"2025-07-25 11:35","29570","29780","29369",
"2025-07-25 11:40","29517","29778","29369",
"2025-07-25 11:45","29502","29785","29254",
"2025-07-25 11:50","29509","29798","29254",
"2025-07-25 11:55","29611","29814","29254",
"2025-07-25 12:00","29531","29825","29411",
"2025-07-25 12:05","29366","29847","29411",
"2025-07-25 12:10","29568","29868","29411",
"2025-07-25 12:15","29548","29891","29408",
"2025-07-25 12:20","29516","29912","29408",
"2025-07-25 12:25","29554","29930","29408",
"2025-07-25 12:30","29309","29946","29237",
"2025-07-25 12:35","29425","29965","29237",
"2025-07-25 12:40","29595","29994","29237",
"2025-07-25 12:45","29657","30033","29306",
"2025-07-25 12:50","29605","30058","29306",
"2025-07-25 12:55","29523","30045","29306",
"2025-07-25 13:00","29554","29981","29887",
"2025-07-25 13:05","29778","29933","29887",
"2025-07-25 13:10","29770","29927","29887",
"2025-07-25 13:15","29915","29964","29683",
"2025-07-25 13:20","29762","30013","29683",
"2025-07-25 13:25","29892","30047","29683",
"2025-07-25 13:30","29971","30064","29685",
"2025-07-25 13:35","29945","30080","29685",
"2025-07-25 13:40","30050","30106","29685",
"2025-07-25 13:45","30013","30143","29679",
"2025-07-25 13:50","30173","30161","29679",
"2025-07-25 13:55","30114","30128","29679",
"2025-07-25 14:00","30013","30056","29886",
"2025-07-25 14:05","30066","29963","29886",
"2025-07-25 14:10","30104","29902","29886",
"2025-07-25 14:15","30094","29873","29702",
"2025-07-25 14:20","30071","29849","29702",
"2025-07-25 14:25","30128","29804","29702",
"2025-07-25 14:30","30171","29737","29718",
"2025-07-25 14:35","29974","29662","29718",
"2025-07-25 14:40","29955","29595","29718",
"2025-07-25 14:45","29868","29534","29508",
"2025-07-25 14:50","29761","29460","29508",
"2025-07-25 14:55","29564","29354","29508",
"2025-07-25 15:00","29488","29219","29662",
"2025-07-25 15:05","29260","29080","29662",
"2025-07-25 15:10","29131","28973","29662",
"2025-07-25 15:15","29047","28900","28569",
"2025-07-25 15:20","29172","28846","28569",
"2025-07-25 15:25","29050","28796","28569",
"2025-07-25 15:30","29043","28752","28643",
"2025-07-25 15:35","29147","28707","28643",
"2025-07-25 15:40","28883","28658","28643",
"2025-07-25 15:45","29065","28603","28958",
"2025-07-25 15:50","28876","28575","28958",
"2025-07-25 15:55","28693","28606","28958",
"2025-07-25 16:00","28662","28654","28805",
"2025-07-25 16:05","28669","28745","28805",
"2025-07-25 16:10","28686","28781","28805",
"2025-07-25 16:15","28611","28761","28667",
"2025-07-25 16:20","28648","28724","28667",
"2025-07-25 16:25","28761","28708","28667",
"2025-07-25 16:30","28695","28712","28679",
"2025-07-25 16:35","28778","28727","28679",
"2025-07-25 16:40","28686","28743","28679",
"2025-07-25 16:45","28766","28761","28754",
"2025-07-25 16:50","29003","28780","28754",
"2025-07-25 16:55","28800","28802","28754",
"2025-07-25 17:00","28891","28784","28960",
"2025-07-25 17:05","28947","28816","28960",
"2025-07-25 17:10","28908","28856","28960",
"2025-07-25 17:15","29027","28905","29092",
"2025-07-25 17:20","29123","28958","29092",
"2025-07-25 17:25","29058","29012","29092",
"2025-07-25 17:30","29206","29067","29232",
"2025-07-25 17:35","29299","29125","29232",
"2025-07-25 17:40","29501","29187","29232",
"2025-07-25 17:45","29460","29255","29541",
"2025-07-25 17:50","29477","29322","29541",
"2025-07-25 17:55","29781","29382","29541",
"2025-07-25 18:00","29649","29439","30100",
"2025-07-25 18:05","29689","29495","30100",
"2025-07-25 18:10","29866","29562","30100",
"2025-07-25 18:15","29859","29640","30088",
"2025-07-25 18:20","29795","29723","30088",
"2025-07-25 18:25","29826","29802","30088",
"2025-07-25 18:30","29874","29879","30043",
"2025-07-25 18:35","30107","29954","30043",
"2025-07-25 18:40","30101","30030","30043",
"2025-07-25 18:45","30145","30105","30177",
"2025-07-25 18:50","30193","30178","30177",
"2025-07-25 18:55","30104","30242","30177",
"2025-07-25 19:00","30152","30332","30632",
"2025-07-25 19:05","30681","30383","30632",
"2025-07-25 19:10","30673","30429","30632",
"2025-07-25 19:15","30751","30469","30665",
"2025-07-25 19:20","30751","30506","30665",
"2025-07-25 19:25","30691","30542","30665",
"2025-07-25 19:30","30950","30577","31140",
"2025-07-25 19:35","31105","30600","31140",
"2025-07-25 19:40","31179","30598","31140",
"2025-07-25 19:45","31413","30572","31365",
"2025-07-25 19:50","31276","30574","31365",
"2025-07-25 19:55","31404","30654","31365",
"2025-07-25 20:00","31327","30855","31613",
"2025-07-25 20:05","31480","31016","31613",
"2025-07-25 20:10","31403","31099","31613",
"2025-07-25 20:15","31265","31106","31436",
"2025-07-25 20:20","31435","31087","31436",
"2025-07-25 20:25","31489","31095","31436",
"2025-07-25 20:30","31363","31128","31244",
"2025-07-25 20:35","31658","31162","31244",
"2025-07-25 20:40","31542","31171","31244",
"2025-07-25 20:45","31433","31154","31645",
"2025-07-25 20:50","31485","31161","31645",
"2025-07-25 20:55","31302","31242","31645",
"2025-07-25 21:00","31381","31415","31619",
"2025-07-25 21:05","31311","31565","31619",
"2025-07-25 21:10","31371","31631","31619",
"2025-07-25 21:15","31577","31614","31753",
"2025-07-25 21:20","31583","31566","31753",
"2025-07-25 21:25","31384","31542","31753",
"2025-07-25 21:30","31503","31541","31338",
"2025-07-25 21:35","31405","31536","31338",
"2025-07-25 21:40","31418","31501","31338",
"2025-07-25 21:45","31455","31436","31376",
"2025-07-25 21:50","31477","31387","31376",
"2025-07-25 21:55","31409","31400","31376",
"2025-07-25 22:00","31195","31511","31244",
"2025-07-25 22:05","31256","31576","31244",
"2025-07-25 22:10","31031","31555","31244",
"2025-07-25 22:15","31086","31449","30810",
"2025-07-25 22:20","30883","31302","30810",
"2025-07-25 22:25","30504","31158","30810",
"2025-07-25 22:30","30412","31017","30525",
"2025-07-25 22:35","30131","30877","30525",
"2025-07-25 22:40","30101","30738","30525",
"2025-07-25 22:45","29928","30598","29567",
"2025-07-25 22:50","29624","30434","29567",
"2025-07-25 22:55","29497","30219","29567",
"2025-07-25 23:00","29305","29918","29026",
"2025-07-25 23:05","29041","29657","29026",
"2025-07-25 23:10","28882","29454","29026",
"2025-07-25 23:15","28752","29309","28633",
"2025-07-25 23:20","28371","29187","28633",
"2025-07-25 23:25","28252","29057","28633",
"2025-07-25 23:30","28094","28917","27823",
"2025-07-25 23:35","27924","28783","27823",
"2025-07-25 23:40","27839","28670","27823",
"2025-07-25 23:45","27557","28578","27145",
"2025-07-25 23:50","27315","28476","27145",
"2025-07-25 23:55","27411","28333","27145",
"2025-07-26 00:00","27183","28024","26901",
"2025-07-26 00:05","27656","27841","26901",
"2025-07-26 00:10","27788","27697","26901",
"2025-07-26 00:15","27543","27592","26898",
"2025-07-26 00:20","27568","27499","26898",
"2025-07-26 00:25","27472","27391","26898",
"2025-07-26 00:30","27181","27268","26568",
"2025-07-26 00:35","27248","27141","26568",
"2025-07-26 00:40","26977","27022","26568",
"2025-07-26 00:45","26835","26912","26369",
"2025-07-26 00:50","26604","26792","26369",
"2025-07-26 00:55","26272","26646","26369",
"2025-07-26 01:00","26114","26369","25743",
"2025-07-26 01:05","26136","26198","25743",
"2025-07-26 01:10","25974","26056","25743",
"2025-07-26 01:15","26061","25944","25304",
"2025-07-26 01:20","25893","25846","25304",
"2025-07-26 01:25","25756","25744","25304",
"2025-07-26 01:30","25639","25639","25307",
"2025-07-26 01:35","25305","25534","25307",
"2025-07-26 01:40","25390","25430","25307",
"2025-07-26 01:45","25205","25327","24706",
"2025-07-26 01:50","25134","25232","24706",
"2025-07-26 01:55","24947","25150","24706",
"2025-07-26 02:00","24863","25007","24391",
"2025-07-26 02:05","24819","24939","24391",
"2025-07-26 02:10","24734","24861","24391",
"2025-07-26 02:15","24584","24773","24268",
"2025-07-26 02:20","24467","24679","24268",
"2025-07-26 02:25","24420","24587","24268",
"2025-07-26 02:30","24380","24496","23789",
"2025-07-26 02:35","24436","24413","23789",
"2025-07-26 02:40","24416","24344","23789",
"2025-07-26 02:45","24173","24288","23789",
"2025-07-26 02:50","24227","24217","23789",
"2025-07-26 02:55","24098","24104","23789",
"2025-07-26 03:00","24120","23897","23625",
